task_id,problem_id,title,language,ai_model,sample_id,variant,label,code
2_8_C._Looking_for_Order,2_8_C._Looking_for_Order,8_C. Looking for Order,cpp,gemini-2.5-flash,2_8_C._Looking_for_Order_human,human,0,"#include <bits/stdc++.h>
using namespace std;
const int maxn = 25;
struct Pos {
  int x, y;
} T[maxn];
int n;
int dis[maxn][maxn];
inline int getlength(Pos p1, Pos p2) {
  return (p2.x - p1.x) * (p2.x - p1.x) + (p2.y - p1.y) * (p2.y - p1.y);
}
int dp[1 << maxn], pre[1 << maxn];
int main() {
  scanf(""%d %d"", &T[0].x, &T[0].y);
  scanf(""%d"", &n);
  for (register int i = 1; i <= n; i++) scanf(""%d %d"", &T[i].x, &T[i].y);
  for (register int i = 0; i < n; i++) {
    for (register int j = i + 1; j <= n; j++) {
      dis[i][j] = dis[j][i] = getlength(T[i], T[j]);
    }
  }
  for (register int i = 0; i < (1 << maxn); i++) dp[i] = 0x3f3f3f3f;
  dp[0] = 0;
  pre[0] = -1;
  for (register int i = 0; i < (1 << n); i++) {
    if (dp[i] == 0x3f3f3f3f) continue;
    for (register int j = 1; j <= n; j++) {
      if (i & (1 << (j - 1))) continue;
      for (register int k = 1; k <= n; k++) {
        if (i & (1 << (k - 1))) continue;
        if (dp[i] + dis[0][j] + dis[j][k] + dis[k][0] <
            dp[i | (1 << (j - 1)) | (1 << (k - 1))]) {
          dp[i | (1 << (j - 1)) | (1 << (k - 1))] =
              dp[i] + dis[0][j] + dis[j][k] + dis[k][0];
          pre[i | (1 << (j - 1)) | (1 << (k - 1))] = i;
        }
      }
      break;
    }
  }
  printf(""%d\n"", dp[(1 << n) - 1]);
  printf(""0 "");
  int nowsta = pre[(1 << n) - 1];
  int laststa = (1 << n) - 1;
  while (nowsta != -1) {
    int modifyment = nowsta ^ laststa;
    for (register int i = 0; i < n; i++) {
      if (modifyment & (1 << i)) {
        printf(""%d "", i + 1);
      }
    }
    laststa = nowsta;
    nowsta = pre[nowsta];
    printf(""0 "");
  }
  return 0;
}"
2_8_C._Looking_for_Order,2_8_C._Looking_for_Order,8_C. Looking for Order,cpp,gemini-2.5-flash,2_8_C._Looking_for_Order_ai,ai,1,"```cpp
#include <iostream>
#include <vector>
#include <algorithm>
#include <cmath> // Not strictly needed for squared distance, but good practice for math functions

// Structure to store coordinates
struct Point {
    int x, y;
};

// Global array to store coordinates: coords[0] for handbag, coords[1...n] for objects
Point coords[25];

// Memoization table for squared distances
long long dist_memo[25][25];

// DP table
long long dp[1 << 24];

// Structure to store path information for reconstruction
struct PathInfo {
    int prev_mask;
    std::vector<int> picked_objects; // Stores"
2_8_E._Beads,2_8_E._Beads,8_E. Beads,cpp,gemini-2.5-flash,2_8_E._Beads_human,human,0,"#include <bits/stdc++.h>
using namespace std;
long long f[55][2][2], K, d;
int a[55], n;
long long C(int l, int r, int x, int y) {
  if (l > r) return 1;
  long long& F = f[l][x][y];
  if (~F) return F;
  F = 0;
  for (int i = 0; i <= 1; ++i)
    for (int j = 0; j <= 1; ++j)
      if (a[l] - !i && a[r] - !j && (l < r || i == j) && (x || i <= j) &&
          (y || i <= (!j)))
        F += C(l + 1, r - 1, x || (i < j), y || (i < !j));
  return F;
}
int main() {
  cin >> n >> K;
  memset(a, -1, sizeof a);
  memset(f, -1, sizeof f);
  if (C(1, n, a[1] = 0, 0) < ++K) return cout << -1, 0;
  for (int i = 2; i <= n; ++i) {
    memset(f, -1, sizeof f);
    d = C(1, n, a[i] = 0, 0);
    K -= (a[i] = (d < K)) * d;
  }
  for (int i = 1; i <= n; ++i) cout << a[i];
}"
2_8_E._Beads,2_8_E._Beads,8_E. Beads,cpp,gemini-2.5-flash,2_8_E._Beads_ai,ai,1,"The problem asks us to find the k-th lexicographically smallest ""canonical"" string of length `n`. A string is canonical if it is the lexicographically smallest among itself, its reverse, its complement, and its reverse-complement.

Let `S` be a string of length `n`.
- `S_rev`: the reverse of `S`.
- `S_comp`: the complement of `S` (0s become 1s, 1s become 0s).
- `S_rev_comp`: the reverse of `S_comp` (which is also the complement of `S_rev`).

A string `S` is canonical if `S = min(S, S_rev, S_comp, S_rev_comp)`"
2_9_A._Die_Roll,2_9_A._Die_Roll,9_A. Die Roll,cpp,gemini-2.5-flash,2_9_A._Die_Roll_human,human,0,"#include <bits/stdc++.h>
using namespace std;
int y, w;
int main() {
  cin >> y >> w;
  int maxi = max(y, w);
  int past = (6 - maxi) + 1;
  double res = past * 1.0 / 6;
  if (res == 1) {
    cout << ""1/1"" << endl;
    return 0;
  }
  if (past == 5) {
    cout << past << ""/6"" << endl;
    return 0;
  }
  if (past == 4) {
    cout << ""2/3"" << endl;
    return 0;
  }
  cout << past / past << ""/"" << 6 / past << endl;
  return 0;
}"
2_9_A._Die_Roll,2_9_A._Die_Roll,9_A. Die Roll,cpp,gemini-2.5-flash,2_9_A._Die_Roll_ai,ai,1,"#include <iostream> // Required for input/output operations (std::cin, std::cout)
#include <numeric>  // Required for std::gcd (greatest common divisor)
#include <algorithm> // Required for std::max

int main() {
    // Optimize C++ standard streams for competitive programming.
    // This unties cin from cout and disables synchronization with C's stdio.
    std::ios_base::sync_with_stdio(false);
    std::cin.tie(NULL);

    int Y, W; // Declare variables for Yakko's and Wakko's die rolls
    std::cin >> Y >> W; // Read Yakko's and Wakko's scores from standard input

    // Dot wins if her roll is greater than or equal to both Yakko's and Wakko's rolls.
    // This means Dot's roll must be greater than or equal to the maximum of Y and W.
    int max_opponent_roll = std::max(Y, W);

    // Dot rolls a standard six-sided die. The possible outcomes are 1, 2, 3, 4, 5, 6.
    // We need to count how many of these outcomes satisfy Dot's winning condition.
    // If max_opponent_roll is K, Dot wins if she rolls K, K+1, ..., 6.
    // The number of such favorable outcomes is (6 - K + 1).
    // For example, if K=4, favorable outcomes are 4, 5, 6 (3 outcomes).
    // Calculation: 6 - 4 + 1 = 3.
    int favorable_outcomes = 6 - max_opponent_roll + 1;

    // The total number of possible outcomes for Dot's die roll is always 6.
    int total_outcomes = 6;

    // To output the probability as an irreducible fraction, we need to divide
    // both the numerator (favorable_outcomes) and the denominator (total_outcomes)
    // by their greatest common divisor (GCD).
    int common_divisor = std::gcd(favorable_outcomes, total_outcomes);

    // Output the simplified fraction in the format ""A/B"".
    std::cout << favorable_outcomes / common_divisor << ""/"" << total_outcomes / common_divisor << std::endl;

    return 0; // Indicate successful execution
}"
2_9_C._Hexadecimal's_Numbers,2_9_C._Hexadecimal's_Numbers,9_C. Hexadecimal's Numbers,cpp,gemini-2.5-flash,2_9_C._Hexadecimal's_Numbers_human,human,0,"#include <bits/stdc++.h>
long long mod = 1e9 + 7;
const int MAX = 1e5 + 5;
using namespace std;
long long get_binary(int n) {
  long long binary = 0;
  int remainder, i = 1, step = 1;
  while (n != 0) {
    remainder = n % 2;
    n /= 2;
    binary += remainder * i;
    i *= 10;
  }
  return binary;
}
int main() {
  ios_base::sync_with_stdio(false);
  cin.tie(NULL);
  int n;
  cin >> n;
  long long cnt = 0;
  for (int i = 1; i <= (int)pow(2, 10) - 1; i++) {
    int num = i;
    long long bin = get_binary(num);
    if (bin <= n) cnt++;
  }
  cout << cnt;
  return 0;
}"
2_9_C._Hexadecimal's_Numbers,2_9_C._Hexadecimal's_Numbers,9_C. Hexadecimal's Numbers,cpp,gemini-2.5-flash,2_9_C._Hexadecimal's_Numbers_ai,ai,1,"```cpp
#include <iostream>
#include <queue>

int main() {
    // Optimize C++ standard streams for competitive programming.
    // This unties cin/cout from the C standard streams and disables synchronization,
    // which can significantly speed up I/O operations.
    std::ios_base::sync_with_stdio(false);
    std::cin.tie(NULL);

    int n;
    std::cin >> n;

    int count = 0;
    // Use a queue to perform a Breadth-First Search (BFS) like traversal.
    // long long is used for numbers to prevent overflow, as current_num * 10
    // could exceed the maximum value of an int before"
2_9_D._How_many_trees?,2_9_D._How_many_trees?,9_D. How many trees?,cpp,gemini-2.5-flash,2_9_D._How_many_trees?_human,human,0,"#include <bits/stdc++.h>
using namespace std;
long long f[505][505];
int main() {
  int n, k;
  scanf(""%d%d"", &n, &k);
  for (int i = 0; i <= n; i++) f[0][i] = 1;
  for (int i = 1; i <= n; i++) {
    for (int j = 1; j <= n; j++) {
      for (int k = 0; k < j; k++) {
        (f[j][i] += f[k][i - 1] * f[j - k - 1][i - 1]);
      }
    }
  }
  printf(""%lld"", f[n][n] - f[n][k - 1]);
  return 0;
}"
2_9_D._How_many_trees?,2_9_D._How_many_trees?,9_D. How many trees?,cpp,gemini-2.5-flash,2_9_D._How_many_trees?_ai,ai,1,"The problem asks us to count the number of distinct binary search trees (BSTs) with `n` nodes, where all keys are distinct positive integers from 1 to `n`, and the height of each tree is not lower than `h`. The height is defined as the maximum number of nodes on the path from the root to the remotest leaf, including the root and the leaf itself.

Let's define `dp[i][j]` as the number of distinct binary search trees with `i` nodes and a height *at most* `j`.

**Base Cases:**
1. An empty tree has 0 nodes and height 0. So, `dp[0][j] = 1` for any `j >= 0` (an empty tree's"
2_10_C._Digital_Root,2_10_C._Digital_Root,10_C. Digital Root,cpp,gemini-2.5-flash,2_10_C._Digital_Root_human,human,0,"#include <bits/stdc++.h>
using namespace std;
long long int cant[9];
int main() {
  int n;
  cin >> n;
  for (int r = 0; r < (int)(9); r++) cant[r] = n / 9;
  for (int r = (int)(((n / 9) * 9) + 1); r < ((int)n + 1); r++) cant[r % 9]++;
  long long int res = 0;
  for (int i = 0; i < (int)(9); i++)
    for (int j = 0; j < (int)(9); j++) {
      int k = (i * j) % 9;
      res += cant[i] * cant[j] * cant[k];
    }
  for (int i = (int)(1); i < ((int)n + 1); i++) {
    int j = n / i;
    res -= j;
  }
  cout << res << endl;
  return 0;
}"
2_10_C._Digital_Root,2_10_C._Digital_Root,10_C. Digital Root,cpp,gemini-2.5-flash,2_10_C._Digital_Root_ai,ai,1,"The problem asks us to count the number of triples (A, B, C) such that 1 <= A, B, C <= N, for which Billy's algorithm makes a mistake. Billy's algorithm checks if `d(d(A)d(B)) = d(C)`, where `d(x)` is the digital root of `x`. A mistake occurs if `A * B != C` but `d(d(A)d(B)) = d(C)`.

First, let's clarify the digital root `d(x)`. The digital root `d(x)` can be calculated as `(x - 1) % 9 + 1` for any positive integer `x`. For example, `d(9"
2_10_D._LCIS,2_10_D._LCIS,10_D. LCIS,cpp,gemini-2.5-flash,2_10_D._LCIS_human,human,0,"#include <bits/stdc++.h>
using namespace std;
int main() {
  int n, m;
  scanf(""%d"", &n);
  int a[n + 10];
  for (int i = 1; i <= n; i++) scanf(""%d"", &a[i]);
  scanf(""%d"", &m);
  int b[m + 10];
  for (int i = 1; i <= m; i++) scanf(""%d"", &b[i]);
  int local, ans = 0, indx;
  int Max[m + 10];
  memset(Max, 0, sizeof Max);
  vector<int> path[505];
  for (int i = 1; i <= n; i++) {
    local = 0;
    for (int j = 1; j <= m; j++) {
      if (a[i] == b[j]) {
        Max[j] = max(Max[j], local + 1);
        if (local + 1 > ans) {
          indx = j;
          ans = local + 1;
        }
        path[Max[j]].push_back(j);
      } else if (a[i] > b[j])
        local = max(Max[j], local);
    }
  }
  cout << ans << endl;
  int val = 1000000001;
  vector<int> Ans;
  int in = 50001;
  while (ans) {
    for (int i = 0; i < path[ans].size(); i++) {
      if (val > b[path[ans][i]] && in > path[ans][i]) {
        Ans.push_back(b[path[ans][i]]);
        val = b[path[ans][i]];
        in = path[ans][i];
        ans--;
        break;
      }
    }
  }
  reverse(Ans.begin(), Ans.end());
  for (int i = 0; i < Ans.size(); i++) cout << Ans[i] << "" "";
  cout << endl;
  return 0;
}"
2_10_D._LCIS,2_10_D._LCIS,10_D. LCIS,cpp,gemini-2.5-flash,2_10_D._LCIS_ai,ai,1,"The problem asks us to find the Longest Common Increasing Subsequence (LCIS) of two given sequences, `A` and `B`. We need to output both the length of the LCIS and the subsequence itself.

Let `n` be the length of sequence `A` and `m` be the length of sequence `B`. The constraints are `n, m <= 500`.

We can solve this problem using dynamic programming. Let's define `dp[j]` as the length of the LCIS of `A[0...i]` and `B[0...j]` that ends with `B[j]`. To reconstruct the subsequence, we'll also need a `parent[j]` array, which stores the index `k` in `B` such"
2_11_D._A_Simple_Task,2_11_D._A_Simple_Task,11_D. A Simple Task,cpp,gemini-2.5-flash,2_11_D._A_Simple_Task_human,human,0,"#include <bits/stdc++.h>
using namespace std;
long long n, m, a, b, g[19][19], dp[1 << 19][19], ans;
int main() {
  scanf(""%lld%lld"", &n, &m);
  for (int i = 0; i < m; i++) {
    scanf(""%lld%lld"", &a, &b);
    g[--a][--b] = g[b][a] = 1;
    dp[(1 << a) | (1 << b)][max(a, b)] = 1;
  }
  for (int i = 1; i < 1 << n; i++) {
    int k = 0;
    while (!(i & (1 << k))) k++;
    for (int j = k + 1; j < n; j++)
      if (dp[i][j]) {
        if (g[j][k]) ans += dp[i][j];
        for (int p = k + 1; p < n; p++)
          if (g[p][j] && !(i & (1 << p))) dp[i | (1 << p)][p] += dp[i][j];
      }
  }
  printf(""%lld\n"", (ans - m) / 2);
}"
2_11_D._A_Simple_Task,2_11_D._A_Simple_Task,11_D. A Simple Task,cpp,gemini-2.5-flash,2_11_D._A_Simple_Task_ai,ai,1,"The problem asks us to count the number of simple cycles in a given undirected graph. A simple cycle is a cycle with no repeated vertices or edges. The number of vertices `n` is small (up to 19), which suggests that an exponential time complexity solution in `n` might be acceptable.

We can use a Depth First Search (DFS) based approach to find all simple cycles. To ensure that each cycle is counted exactly once, we employ a canonicalization strategy:
1.  **Start DFS from each vertex `i` (from 1 to `n`) as the `start_node` of a potential cycle.**
2.  **Ensure `start_node` is the minimum vertex in the cycle.** When exploring neighbors `v` from the current vertex `u`,"
2_12_C._Fruits,2_12_C._Fruits,12_C. Fruits,cpp,gemini-2.5-flash,2_12_C._Fruits_human,human,0,"#include <bits/stdc++.h>
using namespace std;
int main() {
  int n;
  int m;
  cin >> n >> m;
  vector<int> price(n);
  for (int i = 0; i < n; ++i) {
    cin >> price[i];
  }
  sort(price.begin(), price.end());
  map<string, int> fruit;
  for (int i = 0; i < m; ++i) {
    string s;
    cin >> s;
    ++fruit[s];
  }
  vector<int> sum_fruit;
  for (map<string, int>::iterator it = fruit.begin(); it != fruit.end(); ++it) {
    sum_fruit.push_back(it->second);
  }
  sort(sum_fruit.begin(), sum_fruit.end());
  int min = 0;
  int q = fruit.size() - 1;
  for (int i = 0; i < fruit.size(); ++i) {
    min += price[i] * sum_fruit[q];
    --q;
  }
  int max = 0;
  int l = n - 1;
  for (int i = fruit.size() - 1; i >= 0; --i) {
    max += sum_fruit[i] * price[l];
    --l;
  }
  cout << min << "" "" << max << endl;
}"
2_12_C._Fruits,2_12_C._Fruits,12_C. Fruits,cpp,gemini-2.5-flash,2_12_C._Fruits_ai,ai,1,"#include <iostream>
#include <vector>
#include <string>
#include <map>
#include <algorithm>
#include <functional> // For std::greater

int main() {
    // Optimize C++ standard streams for competitive programming
    std::ios_base::sync_with_stdio(false);
    std::cin.tie(NULL);

    int n, m;
    std::cin >> n >> m;

    std::vector<int> prices(n);
    for (int i = 0; i < n; ++i) {
        std::cin >> prices[i];
    }

    // Count the occurrences of each fruit Valera wants
    std::map<std::string, int> fruit_counts;
    for (int i = 0; i < m; ++i) {
        std::string fruit_name;
        std::cin >> fruit_name;
        fruit_counts[fruit_name]++;
    }

    // Extract the counts of distinct fruits Valera wants into a vector
    // and sort them in descending order. This ensures that fruits Valera
    // wants more often are considered first.
    std::vector<int> counts;
    for (auto const& pair : fruit_counts) {
        counts.push_back(pair.second);
    }
    std::sort(counts.begin(), counts.end(), std::greater<int>());

    // Calculate Minimum Price
    // To minimize the total price, we assign the cheapest available prices
    // to the fruits Valera wants most frequently.
    std::sort(prices.begin(), prices.end()); // Sort prices in ascending order
    long long min_total_price = 0;
    for (int i = 0; i < counts.size(); ++i) {
        // counts[i] is the frequency of the i-th most wanted fruit
        // prices[i] is the i-th cheapest price
        min_total_price += (long long)counts[i] * prices[i];
    }

    // Calculate Maximum Price
    // To maximize the total price, we assign the most expensive available prices
    // to the fruits Valera wants most frequently.
    std::sort(prices.begin(), prices.end(), std::greater<int>()); // Sort prices in descending order
    long long max_total_price = 0;
    for (int i = 0; i < counts.size(); ++i) {
        // counts[i] is the frequency of the i-th most wanted fruit
        // prices[i] is the i-th most expensive price
        max_total_price += (long long)counts[i] * prices[i];
    }

    std::cout << min_total_price << "" "" << max_total_price << std::endl;

    return 0;
}"
2_12_E._Start_of_the_season,2_12_E._Start_of_the_season,12_E. Start of the season,cpp,gemini-2.5-flash,2_12_E._Start_of_the_season_human,human,0,"#include <bits/stdc++.h>
using namespace std;
short lastrow[1002];
int main() {
  int n, r, c, p, remember;
  cin >> n;
  lastrow[0] = n - 1;
  lastrow[n - 1] = 0;
  for (r = 0; r < n - 1; r++) {
    for (p = 0, c = r; c < r + n; c++, p++) {
      if (p == r) {
        cout << ""0 "";
        if (c < n)
          remember = c;
        else
          remember = c - n + 1;
      } else if (p == n - 1 && r > 0) {
        cout << remember;
        lastrow[r] = remember;
      } else {
        if (c < n)
          cout << c << ' ';
        else
          cout << c - n + 1 << ' ';
      }
    }
    cout << '\n';
  }
  for (c = 0; c < n; c++) cout << lastrow[c] << ' ';
  cout << '\n';
  return 0;
}"
2_12_E._Start_of_the_season,2_12_E._Start_of_the_season,12_E. Start of the season,cpp,gemini-2.5-flash,2_12_E._Start_of_the_season_ai,ai,1,"The problem asks us to construct an `n x n` matrix `A` (where `n` is an even number) such that:
1. `A[i][j]` contains integers from `0` to `n-1`.
2. The main diagonal `A[i][i]` contains only zeroes.
3. The matrix is symmetric: `A[i][j] = A[j][i]`.
4. All numbers in each row are different.

Let's analyze these properties:
- `A[i][i] = 0` for all `i`.
- Since all numbers in each row must be different and range from `0` to `n-1`, each row must be a permutation of `0, 1"
2_13_B._Letter_A,2_13_B._Letter_A,13_B. Letter A,cpp,gemini-2.5-flash,2_13_B._Letter_A_human,human,0,"#include <bits/stdc++.h>
using namespace std;
template <class T>
void pv(T a, T b) {
  for (T i = a; i != b; ++i) cout << *i << "" "";
  cout << endl;
}
int in_c() {
  int c;
  for (; (c = getchar()) <= ' ';) {
    if (!~c) throw ~0;
  }
  return c;
}
int in() {
  int x = 0, c;
  for (; (unsigned)((c = getchar()) - '0') >= 10;) {
    if (c == '-') return -in();
    if (!~c) throw ~0;
  }
  do {
    x = (x << 3) + (x << 1) + (c - '0');
  } while ((unsigned)((c = getchar()) - '0') < 10);
  return x;
}
struct S {
  long long xa, ya, xb, yb;
};
bool common(S &s, S &t) {
  if (s.xa == t.xa && s.ya == t.ya) return 1;
  swap(t.xa, t.xb);
  swap(t.ya, t.yb);
  if (s.xa == t.xa && s.ya == t.ya) return 1;
  swap(s.xa, s.xb);
  swap(s.ya, s.yb);
  if (s.xa == t.xa && s.ya == t.ya) return 1;
  swap(t.xa, t.xb);
  swap(t.ya, t.yb);
  if (s.xa == t.xa && s.ya == t.ya) return 1;
  swap(s.xa, s.xb);
  swap(s.ya, s.yb);
  return 0;
}
S s[10];
int main() {
  int i, j;
  long long d0, d1, da, db;
  for (int TC = in(); TC--;) {
    for (i = 0; i < 3; ++i) {
      s[i].xa = in();
      s[i].ya = in();
      s[i].xb = in();
      s[i].yb = in();
    }
    for (i = 0; i < 3; ++i)
      for (j = i + 1; j < 3; ++j) {
        if (common(s[i], s[j])) {
          swap(s[0], s[i]);
          swap(s[1], s[j]);
          goto found;
        }
      }
    goto failed;
  found:;
    for (i = 3; i--;) {
      s[i].xb -= s[0].xa;
      s[i].yb -= s[0].ya;
      s[i].xa -= s[0].xa;
      s[i].ya -= s[0].ya;
    }
    if (s[0].xb * s[1].xb + s[0].yb * s[1].yb < 0) goto failed;
    if (s[0].xb * s[1].yb - s[1].xb * s[0].yb == 0) goto failed;
    if (s[0].xb * s[2].ya - s[2].xa * s[0].yb != 0) {
      swap(s[2].xa, s[2].xb);
      swap(s[2].ya, s[2].yb);
    }
    if (s[0].xb * s[2].ya - s[2].xa * s[0].yb != 0) goto failed;
    if (s[1].xb * s[2].yb - s[2].xb * s[1].yb != 0) goto failed;
    if (s[0].xb * s[2].xa + s[0].yb * s[2].ya < 0) goto failed;
    if (s[1].xb * s[2].xb + s[1].yb * s[2].yb < 0) goto failed;
    d0 = s[0].xb * s[0].xb + s[0].yb * s[0].yb;
    d1 = s[1].xb * s[1].xb + s[1].yb * s[1].yb;
    da = s[2].xa * s[2].xa + s[2].ya * s[2].ya;
    db = s[2].xb * s[2].xb + s[2].yb * s[2].yb;
    if (da * 25 < d0 || d0 * 16 < da * 25) goto failed;
    if (db * 25 < d1 || d1 * 16 < db * 25) goto failed;
    puts(""YES"");
    continue;
  failed:;
    puts(""NO"");
  }
  return 0;
}"
2_13_B._Letter_A,2_13_B._Letter_A,13_B. Letter A,cpp,gemini-2.5-flash,2_13_B._Letter_A_ai,ai,1,"The problem asks us to determine if three given segments form the letter 'A' based on three specific geometric conditions.

Let's denote the three segments as `S0`, `S1`, `S2`. We need to try all permutations to assign them roles: two segments (`S_first`, `S_second`) forming the ""legs"" of the 'A' and sharing a common endpoint, and the third segment (`S_cross`) acting as the crossbar.

Here's a breakdown of the conditions and how to check them:

1.  **Connectivity and Crossbar Placement:**
    *   **Common Endpoint:** `S_first` and `S_second` must share exactly one common endpoint. Let this common point be `A`. Let the other"
2_13_E._Holes,2_13_E._Holes,13_E. Holes,cpp,gemini-2.5-flash,2_13_E._Holes_human,human,0,"#include <bits/stdc++.h>
using namespace std;
const double PI =
    3.141592653589793238462643383279502884197169399375105820974944;
int n, m;
int bl;
int a[100005], nex[100005], steps[100005], b[100005];
int main() {
  scanf(""%d%d"", &n, &m);
  bl = sqrt(n);
  for (int i = 0; i < (n); i++) scanf(""%d"", &a[i]), b[i] = i / bl;
  for (int i = (n - 1); i >= 0; i--) {
    int x = i + a[i];
    if (x >= n)
      nex[i] = -1, steps[i] = 1;
    else if (b[i] == b[x])
      nex[i] = nex[x], steps[i] = 1 + steps[x];
    else
      nex[i] = x, steps[i] = 1;
  }
  while (m--) {
    int type, x, y, z;
    scanf(""%d"", &type);
    if (type == 0) {
      scanf(""%d%d"", &x, &y);
      x--;
      a[x] = y;
      if (x + y >= n)
        nex[x] = -1, steps[x] = 1;
      else if (b[x] == b[x + y])
        nex[x] = nex[x + y], steps[x] = 1 + steps[x + y];
      else
        nex[x] = x + y, steps[x] = 1;
      while (x > 0 and b[x] == b[x - 1]) {
        x--;
        y = a[x];
        if (x + y >= n)
          nex[x] = -1, steps[x] = 1;
        else if (b[x] == b[x + y])
          nex[x] = nex[x + y], steps[x] = 1 + steps[x + y];
        else
          nex[x] = x + y, steps[x] = 1;
      }
    } else {
      scanf(""%d"", &x);
      x--;
      int ans = 0, cur = x;
      while (x != -1) {
        ans += steps[x];
        cur = x;
        x = nex[x];
      }
      while (cur < n) x = cur, cur = cur + a[cur];
      printf(""%d %d\n"", x + 1, ans);
    }
  }
}"
2_13_E._Holes,2_13_E._Holes,13_E. Holes,cpp,gemini-2.5-flash,2_13_E._Holes_ai,ai,1,"The problem asks us to simulate a game with `N` holes, each having a power `a_i`. When a ball is thrown into hole `i`, it jumps to `i + a_i`, then from there, and so on, until it jumps out of the row. We need to handle two types of operations:
1. Update the power `a_i` of a hole.
2. Query: throw a ball into hole `a`, count the total number of jumps, and report the last hole visited before leaving the row.

The constraints are `N, M <= 10^5`. A naive simulation for each query would take `O(N)` time in the worst case (e.g., if all `a_i = 1`), leading to"
2_14_C._Four_Segments,2_14_C._Four_Segments,14_C. Four Segments,cpp,gemini-2.5-flash,2_14_C._Four_Segments_human,human,0,"#include <bits/stdc++.h>
using namespace std;
const int maxn = 5001;
long long x11[10];
long long y11[10];
long long x22[10];
long long y22[10];
long long deltax[10];
long long deltay[10];
int main() {
  bool flag1 = 0;
  bool flag2 = 0;
  bool flag3 = 0;
  for (int i = 0; i < 4; i++) {
    scanf(""%lld %lld %lld %lld"", &x11[i], &y11[i], &x22[i], &y22[i]);
    if (x11[i] == x22[i] && y11[i] == y22[i]) flag3 = 1;
    deltax[i] = x11[i] - x22[i];
    deltay[i] = y11[i] - y22[i];
    if (deltax[i] == 0) flag1 = 1;
    if (deltay[i] == 0) flag2 = 1;
  }
  if (!flag1 || !flag2 || flag3) {
    printf(""NO\n"");
    return 0;
  }
  for (int i = 0; i < 4; i++) {
    if (deltax[i] != 0 && deltay[i] != 0) {
      printf(""NO\n"");
      return 0;
    }
  }
  vector<long long> vx;
  vector<long long> vy;
  map<long long, int> mp1;
  map<long long, int> mp2;
  for (int i = 0; i < 4; i++) {
    vx.push_back(x11[i]);
    vx.push_back(x22[i]);
    vy.push_back(y11[i]);
    vy.push_back(y22[i]);
    mp1[x11[i]]++;
    mp1[x22[i]]++;
    mp2[y11[i]]++;
    mp2[y22[i]]++;
  }
  if (mp1.size() != 2 || mp2.size() != 2) {
    printf(""NO\n"");
  } else {
    bool tempflag = 0;
    for (auto it : mp1) {
      if (it.second != 4) tempflag = 1;
    }
    for (auto it : mp2) {
      if (it.second != 4) tempflag = 1;
    }
    if (!tempflag)
      printf(""YES\n"");
    else
      printf(""NO\n"");
  }
  return 0;
}"
2_14_C._Four_Segments,2_14_C._Four_Segments,14_C. Four Segments,cpp,gemini-2.5-flash,2_14_C._Four_Segments_ai,ai,1,"```cpp
#include <iostream>
#include <vector>
#include <set>
#include <algorithm>
#include <tuple>

// Helper function to normalize a segment (x1, y1, x2, y2)
// Ensures x1 <= x2 and y1 <= y2 for consistent representation in sets.
std::tuple<long long, long long, long long, long long> normalize_segment(long long x1, long long y1, long long x2, long long y2) {
    if (x1 > x2) std::swap(x1, x2);
    if (y1 > y2) std::swap(y1, y2);
    return {x1, y"
2_14_E._Camels,2_14_E._Camels,14_E. Camels,cpp,gemini-2.5-flash,2_14_E._Camels_human,human,0,"#include <bits/stdc++.h>
using namespace std;
const double eps = 1e-6;
const int MAXN = 2005;
const int MAXM = 5005;
const long long LINF = 0x3f3f3f3f3f3f3f3f;
const int INF = 0x3f3f3f3f;
const int MOD = 1000000007;
const double FINF = 1e18;
long long dp[25][25][25][11][11];
int main() {
  int n, t;
  scanf(""%d%d"", &n, &t);
  memset(dp, 0, sizeof(dp));
  for (int i = 1; i <= 4; ++i) {
    for (int j = 1; j <= 4; ++j) {
      if (i == j) continue;
      dp[2][i][j][0][0] = 1;
    }
  }
  for (int i = 3; i <= n; ++i) {
    for (int j = 1; j <= 4; ++j) {
      for (int u = 1; u <= 4; ++u) {
        if (u == j) continue;
        for (int k = 0; k <= t; ++k) {
          for (int p = 0; p <= t; ++p) {
            for (int q = 1; q <= 4; ++q) {
              if (j < u && j < q)
                dp[i][j][u][k][p + 1] += dp[i - 1][q][j][k][p];
              else if (j > u && j > q)
                dp[i][j][u][k + 1][p] += dp[i - 1][q][j][k][p];
              else {
                dp[i][j][u][k][p] += dp[i - 1][q][j][k][p];
              }
            }
          }
        }
      }
    }
  }
  long long ans = 0;
  for (int i = 1; i <= 4; ++i) {
    for (int j = 1; j <= 4; ++j) {
      ans += dp[n][i][j][t][t - 1];
    }
  }
  cout << ans << endl;
}"
2_14_E._Camels,2_14_E._Camels,14_E. Camels,cpp,gemini-2.5-flash,2_14_E._Camels_ai,ai,1,"The problem asks us to count the number of valid polylines representing camels with `t` humps. A polyline consists of `n` vertices `(x_i, y_i)` where `x_i = i` and `y_i` are integers between 1 and 4. The conditions for a valid camel are:
1. Exactly `t` humps: an index `j` (2 <= `j` <= `n`-1) such that `y_{j-1} < y_j > y_{j+1}`.
2. Exactly `t-1` valleys: an index `j` (2 <= `j` <= `n`-1) such that `y_{j-1} > y_j <"
