task_id,problem_id,title,language,ai_model,sample_id,variant,label,code
6_p01222_Walk_under_a_Scorching_Sun,6_p01222_Walk_under_a_Scorching_Sun,p01222 Walk under a Scorching Sun,cpp,Qwen/Qwen2.5-Coder-0.5B-Instruct,6_p01222_Walk_under_a_Scorching_Sun_ai,ai,1,"#include <iostream>
#include <vector>
#include <algorithm>
#include <cmath>

using namespace std;

int main() {
    int N, M;
    cin >> N >> M;

    vector<vector<int>> buildings(N, vector<int>(NV));
    for (int i = 0; i < N; ++i) {
        cin >> buildings[i][0] >> buildings[i][1];
        cin >> buildings[i][2] >> buildings[i][3];
        cin >> buildings[i][4] >> buildings[i][5];
        cin >> buildings[i][6] >> buildings[i][7];
    }

    vector<vector<int>> roads(M, vector<int>(NV));
    for (int i = 0; i < M; ++i) {
        cin >> roads[i][0] >> roads[i][1];
        cin >> roads[i][2] >> roads[i][3];
        cin >> roads[i][4] >> roads[i][5];
    }

    int RX1, RX2, RX3, RX4, RX5, RX6, RX7, RX8, RX9, RX10;
    cin >> RX1 >> RX2 >> RX3 >> RX4 >> RX5 >> RX6 >> RX7 >> RX8 >> RX9 >> RX10;

    int TX1, TX2, TX3, TX4, TX5, TX6, TX7, TX8, TX9, TX10;
    cin >> TX1 >> TX2 >> TX3 >> TX4 >> TX5 >> TX6 >> TX7 >> TX8 >> TX9 >> TX10;

    int TY1, TY2, TY3, TY4, TY5, TY6, TY7, TY8, TY9, TY10;
    cin >> TY1 >> TY2 >> TY3 >> TY4 >> TY5 >> TY6 >> TY7 >> TY8 >> TY9 >> TY10;

    int θ, φ;
    cin >> θ >> φ;

    double min_length = numeric_limits<double>::max();
    for (int i = 0; i < N; ++i) {
        for (int j = 0; j < NV; ++j) {
            if (abs(buildings[i][j] - buildings[i][j + 1]) > 1e-9) {
                continue;
            }
            for (int k = 0; k < M; ++k) {
                if (abs(roads[k][i] - roads[k][i + 1]) > 1e-9) {
                    continue;
                }
                double length = sqrt(pow((buildings[i][j] - buildings[i][j + 1]), 2) + pow((roads[k][i] - roads[k][i + 1]), 2));
                if (length < min_length) {
                    min_length = length;
                }
            }
        }
    }

    cout << fixed << min_length << endl;

    return 0;
}"
6_p01356_Nearest_Station,6_p01356_Nearest_Station,p01356 Nearest Station,cpp,Qwen/Qwen2.5-Coder-0.5B-Instruct,6_p01356_Nearest_Station_human,human,0,"#include ""bits/stdc++.h""
#include<unordered_map>
#include<unordered_set>
#pragma warning(disable:4996)
using namespace std;
using ld = long double;
template<class T>
using Table = vector<vector<T>>;
const ld eps=1e-10;

//// < ""D:\D_Download\Visual Studio 2015\Projects\programing_contest_c++\Debug\a.txt""
int K, R, L;
ld P;
ld E;
ld T;

long long int atime(const long long int l, const long long int r) {
	if (l > LLONG_MAX / r) {
		return LLONG_MAX;
	}
	else {
		return l*r;
	}
}
long long int powint(long long int a, long long int b) {
	if (!b)return 1;
	else {
		return atime(a, powint(a, b - 1));
	}
}

long long int aplus(const long long int l, const long long int r) {
	if (l > LLONG_MAX / 3 || R > LLONG_MAX)return LLONG_MAX;
	else return l + r;
}
//ld getans(const ld amin, const ld amax,const int rest,const ld per) {
//	if (!rest||per<4e-8) {
//		return abs((amin + amax) / 2 - T) < E+eps;
//	}
//	if (amin > E + T+eps)return 0;
//	if (amax < T-E - eps)return 0;
//	if (amin > T - E - eps&&T + E + eps < amax)return 1;
//	ld amid = (amin + amax) / 2;
//	if (amid > T-eps) {
//		return getans(amin, amid,rest-1,per*(1-P))*(1-P) + getans(amid, amax,rest-1,per*P)*P;
//	}
//	else {
//		return getans(amin, amid, rest - 1,per*P)*P + getans(amid, amax, rest - 1,per*(1-P))*(1 - P);
//	}
//}

void getans(const vector<long long int>& sums,const vector<long long int>&tickets, const int now, long long int &ans,const long long int rest) {
	if (now == tickets.size()) {
		ans = min(ans, rest);
		return;
	}
	if (ans < rest - sums[now])return;

	if (rest >= tickets[now]) {
		getans(sums, tickets, now + 1, ans, rest - tickets[now]);
	}
	else {
		ans = min(ans, tickets[now] - rest);
	}
	getans(sums, tickets, now + 1, ans, rest);
}
int main() {
	//cin >> K >> R >> L;
	//cin >> P >> E >> T;
	//ld ans = getans(R, L, K,1);
	//cout << setprecision(22) << fixed << ans << endl;
	//return 0;
	long long int N, M, A, B, P, Q; cin >> N >> M >> A >> B >> P >> Q;
	if (A > B) {
		swap(A, B);
		swap(P, Q);
	}
	assert(A <= B);
	if (A == 1 && B == 1) {
		long long int ticdis = P + Q;
		if (atime(ticdis,N) <= M) {
			cout << M - atime(ticdis, N) << endl;
		}
		else {
			cout << min(ticdis-M%ticdis,M%ticdis) << endl;
		}
	}
	else {
		vector<long long int>tickets;
		long long	int ans = M;
		for (int k = 0; k < N; ++k) {
			long long int tic =aplus( atime(P, powint(A, k)), atime(Q, powint(B, k)));
			if (tic > M) {
				ans = min(ans, tic - M);
				break;
			}
			else {
				tickets.emplace_back(tic);
			}
		}
		reverse(tickets.begin(), tickets.end());
		vector<long long int>sums(tickets);
		for (int i = sums.size()-1; i >0; --i) {
			sums[i - 1] += sums[i];
		}
		getans(sums, tickets, 0, ans, M);
		cout << ans << endl;
	}
	return 0;
}"
6_p01356_Nearest_Station,6_p01356_Nearest_Station,p01356 Nearest Station,cpp,Qwen/Qwen2.5-Coder-0.5B-Instruct,6_p01356_Nearest_Station_ai,ai,1,"#include <bits/stdc++.h>
using namespace std;

int main() {
    int n, m, a, b, p, q;
    cin >> n >> m >> a >> b >> p >> q;
    int ans = 0;
    for (int i = 0; i < n; ++i) {
        int distance = abs(m - i * (a + b * p + q));
        if (distance <= p * a + q * b) {
            ++ans;
        }
    }
    cout << ans;
    return 0;
}"
6_p01538_Kakezan,6_p01538_Kakezan,p01538 Kakezan,cpp,Qwen/Qwen2.5-Coder-0.5B-Instruct,6_p01538_Kakezan_human,human,0,"#include <iostream>
#include <cstdio>
#include <cstring>
#include <algorithm>
#include <vector>
#include <map>
#include <sstream>
using namespace std;

string toString(int n){
  ostringstream os;
  os << n;
  return os.str();
}

int main(){
  int Q;
  string N;

  cin >> Q;
  while(Q--){
    cin >> N;
    int i;
    for(i = 0 ; N.size() != 1 ; i++){
      int ans = -1;
      for(int j = 1 ; j < N.size() ; j++){
	string a = N.substr(0, j);
	string b = N.substr(j);
	ans = max(ans, atoi(a.c_str()) * atoi(b.c_str()));
      }
      N = toString(ans);
    }
    cout << i << endl;
  }
  return 0;
}"
6_p01538_Kakezan,6_p01538_Kakezan,p01538 Kakezan,cpp,Qwen/Qwen2.5-Coder-0.5B-Instruct,6_p01538_Kakezan_ai,ai,1,"#include <iostream>
#include <vector>
#include <string>
#include <sstream>
#include <algorithm>

int main() {
    int Q;
    std::cin >> Q;

    std::vector<int> N(Q);
    for (int i = 0; i < Q; ++i) {
        std::cin >> N[i];
    }

    int result = 0;
    for (int n : N) {
        int count = 0;
        while (n > 0) {
            int digit = n % 10;
            if (digit == 0) {
                count++;
            } else {
                count *= digit;
            }
            n /= 10;
        }
        result += count;
    }

    std::cout << result << std::endl;
    return 0;
}"
6_p01694_Step_Aerobics,6_p01694_Step_Aerobics,p01694 Step Aerobics,cpp,Qwen/Qwen2.5-Coder-0.5B-Instruct,6_p01694_Step_Aerobics_human,human,0,"#include <bits/stdc++.h>
using namespace std;

int main() {
  int n;
  while (cin >> n, n) {
    auto c = vector<int>(2, 0);
    int ans = 0;
    for (int i = 0; i < n; ++i) {
      string f; cin >> f;
      c[f[0] == 'l'] ^= 1;
      if (all_of(begin(c), end(c), [](int x) { return x == 1; })) {
        ++ans;
        c = vector<int>(2, 0);
      }
    }
    cout << ans << endl;
  }
  return 0;
}"
6_p01694_Step_Aerobics,6_p01694_Step_Aerobics,p01694 Step Aerobics,cpp,Qwen/Qwen2.5-Coder-0.5B-Instruct,6_p01694_Step_Aerobics_ai,ai,1,"#include <iostream>
using namespace std;

int main() {
    int n;
    cin >> n;
    while (n--) {
        char move[4];
        cin >> move;
        int count = 0;
        for (int i = 0; i < 4; ++i) {
            if (move[i] == 'lu') {
                count++;
            } else if (move[i] == 'ru') {
                count++;
            } else if (move[i] == 'ld') {
                count++;
            } else if (move[i] == 'rd') {
                count++;
            }
        }
        cout << count << endl;
    }
    return 0;
}"
6_p01838_Optimal_Tournament,6_p01838_Optimal_Tournament,p01838 Optimal Tournament,cpp,Qwen/Qwen2.5-Coder-0.5B-Instruct,6_p01838_Optimal_Tournament_human,human,0,"#include<bits/stdc++.h>
using namespace std;

int N,K;
int dp[2][1001][1001];
int dm[2][1001][1001];
int a[1000];

int main(){
  scanf(""%d %d"",&N,&K);
  for(int i=0;i<N;i++)scanf(""%d"",&a[i]);
  sort(a,a+N);
  fill( (int*)dp[0], (int*)dp[1], 1e9);
  int ans=1e9;
  for(int T=1;T<=K;T++){
    int t=T%2;
    int u=1-t;
    for(int i=0;i<N;i++){
      dp[0][i][i+1]=0;
      dp[1][i][i+1]=0;
    }
    for(int w=2;w<=N;w++){
      for(int i=0;i+w<=N;i++){
        int j=i+w;
        int si=i+1;
        int ti=j-1;
        if(w>2){
          si=dm[t][i][j-1];
          ti=dm[t][i+1][j];
        }
        dp[t][i][j]=1e9;
        for(int k=si;k<=ti;k++){
          if(dp[t][i][j] > dp[u][i][k]+dp[u][k][j]+a[j-1]-a[k-1]){
            dp[t][i][j]=dp[u][i][k]+dp[u][k][j]+a[j-1]-a[k-1];
            dm[t][i][j]=k;
          }
        }
      }
    }
  }
  printf(""%d\n"",dp[K%2][0][N]);
  return 0;
}"
6_p01838_Optimal_Tournament,6_p01838_Optimal_Tournament,p01838 Optimal Tournament,cpp,Qwen/Qwen2.5-Coder-0.5B-Instruct,6_p01838_Optimal_Tournament_ai,ai,1,"#include <iostream>
using namespace std;

int main() {
    int n, m;
    cin >> n >> m;
    int sum = 0;
    for (int i = 0; i < n; ++i) {
        for (int j = 0; j < m; ++j) {
            sum += i * j;
        }
    }
    cout << sum << endl;
    return 0;
}"
6_p01974_Pigeonhole_principle,6_p01974_Pigeonhole_principle,p01974 Pigeonhole principle,cpp,Qwen/Qwen2.5-Coder-0.5B-Instruct,6_p01974_Pigeonhole_principle_human,human,0,"#include ""bits/stdc++.h""
using namespace std;
typedef long long ll;
typedef pair<int, int> pii;
typedef pair<ll, ll> pll;
const int INF = 1e9;
const ll LINF = 1e18;
template<class S,class T> ostream& operator << (ostream& out,const pair<S,T>& o){ out << ""("" << o.first << "","" << o.second << "")""; return out; }
template<class T> ostream& operator << (ostream& out,const vector<T> V){ for(int i = 0; i < V.size(); i++){ out << V[i]; if(i!=V.size()-1) out << "" "";} return out; }
template<class T> ostream& operator << (ostream& out,const vector<vector<T> > Mat){ for(int i = 0; i < Mat.size(); i++) { if(i != 0) out << endl; out << Mat[i];} return out; }
template<class S,class T> ostream& operator << (ostream& out,const map<S,T> mp){ out << ""{ ""; for(auto it = mp.begin(); it != mp.end(); it++){ out << it->first << "":"" << it->second; if(mp.size()-1 != distance(mp.begin(),it)) out << "", ""; } out << "" }""; return out; }

/*
<url:https://onlinejudge.u-aizu.ac.jp/services/room.html#RitsCamp18Day1/problems/A>
問題文============================================================
 N  個の相違なる自然数 ai が与えられる。与えられた自然数から相違なる自然数を選び、ペアを作ることにした。
 作ることができるペアのうち、値の差が N−1 の倍数であるペアを一つ出力せよ。

 なお、そのようなペアは必ず存在する。
=================================================================

解説=============================================================

================================================================
*/
void solve(){
    ll N; cin >> N;
    vector<ll> a(N); for(auto& in:a) cin >> in;
    [&]{
        for(int i = 0; i < N;i++){
            for(int j = i+1; j < N;j++){
                if(a[i] == a[j]) continue;
                if(abs(a[i] - a[j])%(N-1) == 0){
                    cout << a[i] << "" "" << a[j] << endl;
                    return;
                }
            }
        }
        return;
    }();
}
int main(void) {
	cin.tie(0); ios::sync_with_stdio(false);
    solve();
	return 0;
}"
6_p01974_Pigeonhole_principle,6_p01974_Pigeonhole_principle,p01974 Pigeonhole principle,cpp,Qwen/Qwen2.5-Coder-0.5B-Instruct,6_p01974_Pigeonhole_principle_ai,ai,1,"#include <iostream>
#include <vector>
#include <algorithm>

int main() {
    int N;
    std::cin >> N;

    std::vector<int> a(N);
    for (int i = 0; i < N; ++i) {
        std::cin >> a[i];
    }

    std::sort(a.begin(), a.end());

    for (int i = 0; i < N - 1; ++i) {
        if ((a[i + 1] - a[i]) % (N - 1) == 0) {
            std::cout << a[i] << "" "" << a[i + 1] << std::endl;
            return 0;
        }
    }

    std::cout << ""No such pair exists."" << std::endl;
    return 0;
}"
6_p02120_Cluster_Network,6_p02120_Cluster_Network,p02120 Cluster Network,cpp,Qwen/Qwen2.5-Coder-0.5B-Instruct,6_p02120_Cluster_Network_human,human,0,"#include<bits/stdc++.h>
using namespace std;

#define int long long

#define rep(i,n) for(int i=0;i<(n);i++)
#define pb push_back
#define all(v) (v).begin(),(v).end()
#define fi first
#define se second
typedef vector<int>vint;
typedef pair<int,int>pint;
typedef vector<pint>vpint;

template<typename A,typename B>inline void chmin(A &a,B b){if(a>b)a=b;}
template<typename A,typename B>inline void chmax(A &a,B b){if(a<b)a=b;}

vector<int> G[1000000];
vector<pair<int, int> > bridge;
vector<int> articulation;
int ord[1000000], low[1000000];
bool vis[1000000];

int W[111111];

int al=0;
int sum[111111];
int ans[111111];
void dfs(int v, int p, int &k)
{
	vis[v] = true;
    sum[v]=W[v];
	ord[v] = k++;
	low[v] = ord[v];

	bool isArticulation = false;
	int ct = 0;

	vint g;
	for (int i = 0; i < G[v].size(); i++){
		if (!vis[G[v][i]]){
			ct++;
			g.pb(G[v][i]);
			dfs(G[v][i], v, k);
			sum[v]+=sum[G[v][i]];
			low[v] = min(low[v], low[G[v][i]]);
			if (~p && ord[v] <= low[G[v][i]]) isArticulation = true;
		}
		else if (G[v][i] != p){
			low[v] = min(low[v], ord[G[v][i]]);
		}
	}

	if (p == -1 && ct > 1) isArticulation = true;
    if(isArticulation){
        int s=0;
        for(auto u:g){
            if(low[u]>=ord[v])chmax(ans[v],sum[u]);
            else s+=sum[u];
        }
        chmax(ans[v],al-sum[v]+s);
    }
    else{
        ans[v]=al-W[v];
    }
}

signed main(){
    int N,M;scanf(""%lld%lld"",&N,&M);
    rep(i,N)scanf(""%lld"",&W[i]);

    rep(i,M){
        int a,b;
        scanf(""%lld%lld"",&a,&b);
        a--;b--;
        G[a].pb(b);G[b].pb(a);
    }
    al=accumulate(W,W+N,0ll);
    int k=0;
    dfs(0,-1,k);

    rep(i,N)printf(""%lld\n"",ans[i]);
    return 0;
}"
6_p02120_Cluster_Network,6_p02120_Cluster_Network,p02120 Cluster Network,cpp,Qwen/Qwen2.5-Coder-0.5B-Instruct,6_p02120_Cluster_Network_ai,ai,1,"#include <bits/stdc++.h>
using namespace std;

int main() {
    int N, M;
    cin >> N >> M;
    vector<int> w(N);
    vector<vector<int>> edges(M);
    for (int i = 0; i < M; ++i) {
        cin >> w[i];
        int u, v;
        cin >> u >> v;
        edges[i].push_back(u);
        edges[i].push_back(v);
    }
    int maxPerformanceValue = 0;
    for (int i = 0; i < N; ++i) {
        int totalPerformanceValue = 0;
        for (auto& edge : edges[i]) {
            totalPerformanceValue += w[edge];
        }
        if (totalPerformanceValue > maxPerformanceValue) {
            maxPerformanceValue = totalPerformanceValue;
        }
    }
    for (int i = 0; i < N; ++i) {
        cout << maxPerformanceValue << endl;
    }
    return 0;
}"
6_p02260_Selection_Sort,6_p02260_Selection_Sort,p02260 Selection Sort,cpp,Qwen/Qwen2.5-Coder-0.5B-Instruct,6_p02260_Selection_Sort_human,human,0,"#include <iostream>
using namespace std;

int main(void)
{
	int n, an[100], cnt = 0;

	cin >> n;
	for(int i = 0; i < n; i++)
		cin >> an[i];

	for(int i = 0; i < n; i++) {
		int mini = i;
		int tmp = an[i];

		for(int j = i; j < n; j++) {
			if(an[j] < an[mini]) {
				mini = j;
			}
		}

		if(i != mini) {
			an[i] = an[mini];
			an[mini] = tmp;
			cnt++;
		}
	}

	for(int i = 0; i < n; i++)
		cout << an[i] << (i == n - 1 ? ""\n"" : "" "");
	cout << cnt << endl;

	return 0;
}"
6_p02260_Selection_Sort,6_p02260_Selection_Sort,p02260 Selection Sort,cpp,Qwen/Qwen2.5-Coder-0.5B-Instruct,6_p02260_Selection_Sort_ai,ai,1,"#include <iostream>
using namespace std;

void selectionSort(int A[], int n) {
    int minIndex;
    for (int i = 0; i < n - 1; i++) {
        minIndex = i;
        for (int j = i + 1; j < n; j++) {
            if (A[j] < A[minIndex]) {
                minIndex = j;
            }
        }
        swap(A[i], A[minIndex]);
    }
}

int main() {
    int n;
    cin >> n;
    int A[n];
    for (int i = 0; i < n; i++) {
        cin >> A[i];
    }

    selectionSort(A, n);

    cout << ""Sorted sequence: "";
    for (int i = 0; i < n; i++) {
        cout << A[i] << "" "";
    }
    cout << endl;

    cout << ""Number of swap operations: "" << n - 1 << endl;

    return 0;
}"
6_p02408_Finding_Missing_Cards,6_p02408_Finding_Missing_Cards,p02408 Finding Missing Cards,cpp,Qwen/Qwen2.5-Coder-0.5B-Instruct,6_p02408_Finding_Missing_Cards_human,human,0,"#include <cstdio>
#include <string>

using namespace std;

int main(){
    string mark = ""SHCD"";
    bool card[4][13] = { 0 };
    int n;

    scanf(""%d"", &n);

    for(int i = 0; i < n; ++i){
        char c;
        int t;

        scanf("" %c %d"", &c, &t);

        card[mark.find(c)][t - 1] = true;
    }

    for(int i = 0; i < 4; ++i){
        for(int j = 0; j < 13; ++j){
            if(!card[i][j]){
                printf(""%c %d\n"", mark[i], j + 1);
            }
        }
    }

    return 0;
}"
6_p02408_Finding_Missing_Cards,6_p02408_Finding_Missing_Cards,p02408 Finding Missing Cards,cpp,Qwen/Qwen2.5-Coder-0.5B-Instruct,6_p02408_Finding_Missing_Cards_ai,ai,1,"#include <iostream>
#include <vector>
#include <algorithm>

int main() {
    int n;
    std::cin >> n;

    std::vector<std::pair<char, int>> cards(n);
    for (int i = 0; i < n; ++i) {
        std::cin >> cards[i].first >> cards[i].second;
    }

    // Sort cards by suit and rank
    std::sort(cards.begin(), cards.end());

    // Collect cards of each suit
    std::vector<char> spades;
    std::vector<char> hearts;
    std::vector<char> clubs;
    std::vector<char> diamonds;

    for (const auto& card : cards) {
        if (card.first == 'S') {
            spades.push_back(card.second);
        } else if (card.first == 'H') {
            hearts.push_back(card.second);
        } else if (card.first == 'C') {
            clubs.push_back(card.second);
        } else if (card.first == 'D') {
            diamonds.push_back(card.second);
        }
    }

    // Collect cards with lower ranks
    std::vector<int> lower_ranks;
    for (int i = 0; i < n; ++i) {
        if (cards[i].second < lower_ranks.back()) {
            lower_ranks.push_back(cards[i].second);
        }
    }

    // Print missing cards
    std::cout << ""S "";
    for (char rank : spades) {
        std::cout << rank << "" "";
    }
    std::cout << std::endl;

    std::cout << ""H "";
    for (char rank : hearts) {
        std::cout << rank << "" "";
    }
    std::cout << std::endl;

    std::cout << ""C "";
    for (char rank : clubs) {
        std::cout << rank << "" "";
    }
    std::cout << std::endl;

    std::cout << ""D "";
    for (char rank : diamonds) {
        std::cout << rank << "" "";
    }
    std::cout << std::endl;

    return 0;
}"
2_101_C._Vectors,2_101_C._Vectors,101_C. Vectors,cpp,Qwen/Qwen2.5-Coder-0.5B-Instruct,2_101_C._Vectors_human,human,0,"#include <bits/stdc++.h>
using namespace std;
long long ax, ay, bx, by, cx, cy;
long long AX[4], AY[4], CX[4], CY[4];
bool judge_51nod(long long ax, long long ay, long long cx, long long cy) {
  long long zi1 = abs((bx - ax) * cx + (by - ay) * cy);
  long long zi2 = abs((by - ay) * cx - (bx - ax) * cy);
  long long mu = abs(cx * cx + cy * cy);
  if (mu)
    if (zi1 % mu || zi2 % mu) return 0;
  return 1;
}
bool judge(long long ax, long long ay, long long cx, long long cy) {
  if (cx == 0 && cy == 0) return ax == bx && ay == by;
  long long zi1 = abs((bx - ax) * cx + (by - ay) * cy);
  long long zi2 = abs((by - ay) * cx - (bx - ax) * cy);
  long long mu = abs(cx * cx + cy * cy);
  return zi1 % mu == 0 && zi2 % mu == 0;
}
int main() {
  cin >> ax >> ay >> bx >> by >> cx >> cy;
  AX[0] = ax, AY[0] = ay;
  AX[1] = -ay, AY[1] = ax;
  AX[2] = -ax, AY[2] = -ay;
  AX[3] = ay, AY[3] = -ax;
  CX[0] = cx, CY[0] = cy;
  CX[1] = -cy, CY[1] = cx;
  CX[2] = -cx, CY[2] = -cy;
  CX[3] = cy, CY[3] = -cx;
  for (int i = 0; i < 4; i++)
    for (int j = 0; j < 4; j++)
      if (judge(AX[i], AY[i], CX[j], CY[j])) return cout << ""YES"", 0;
  cout << ""NO"";
}"
2_101_C._Vectors,2_101_C._Vectors,101_C. Vectors,cpp,Qwen/Qwen2.5-Coder-0.5B-Instruct,2_101_C._Vectors_ai,ai,1,"#include <iostream>
using namespace std;

int main() {
    int x1, y1, x2, y2;
    cin >> x1 >> y1 >> x2 >> y2;

    // Check if the vector A can be transformed into vector B
    if ((x2 == x1 + 90 && y2 == y1) || (x2 == x1 && y2 == y1 + 90)) {
        cout << ""YES"";
    } else {
        cout << ""NO"";
    }

    return 0;
}"
2_1043_A._Elections,2_1043_A._Elections,1043_A. Elections,cpp,Qwen/Qwen2.5-Coder-0.5B-Instruct,2_1043_A._Elections_human,human,0,"#include <bits/stdc++.h>
using namespace std;
int main() {
  int n;
  cin >> n;
  vector<int> a(n);
  int ans = 0;
  for (int i = 0; i < n; i++) {
    cin >> a[i];
    ans = max(ans, a[i]);
  }
  for (int i = ans; i < 1000; i++) {
    int cur = 0;
    for (int j = 0; j < n; j++) {
      cur += i - a[j] * 2;
    }
    if (cur > 0) {
      cout << i;
      return 0;
    }
  }
  return 0;
}"
2_1043_A._Elections,2_1043_A._Elections,1043_A. Elections,cpp,Qwen/Qwen2.5-Coder-0.5B-Instruct,2_1043_A._Elections_ai,ai,1,"#include <bits/stdc++.h>
using namespace std;
int main(){
    int n;
    cin>>n;
    vector<int> a(n);
    for(int i=0;i<n;i++){
        cin>>a[i];
    }
    sort(a.begin(),a.end());
    int ans=0;
    for(int i=0;i<n;i++){
        ans=max(ans,a[i]);
    }
    cout<<ans+1;
    return 0;
}"
2_1065_F._Up_and_Down_the_Tree,2_1065_F._Up_and_Down_the_Tree,1065_F. Up and Down the Tree,cpp,Qwen/Qwen2.5-Coder-0.5B-Instruct,2_1065_F._Up_and_Down_the_Tree_human,human,0,"#include <bits/stdc++.h>
using namespace std;
int read() {
  char c = getchar();
  int x = 0;
  while (c < '0' || c > '9') c = getchar();
  while (c >= '0' && c <= '9') x = x * 10 + (c - '0'), c = getchar();
  return x;
}
void MOD(int &x) {
  if (x >= 998244353) x -= 998244353;
}
int m;
int l, nxt[1000010], head[1000010], to[1000010];
void add(int x, int y) {
  l++;
  nxt[l] = head[x];
  head[x] = l;
  to[l] = y;
}
int low[1000010], f[1000010], d[1000010];
void dfs(int x) {
  low[x] = (1 << 30);
  bool fl = 1;
  for (int i = head[x]; i; i = nxt[i]) {
    int c = to[i];
    d[c] = d[x] + 1;
    dfs(c);
    if (low[c] - d[x] <= m) {
      f[x] += f[c];
      f[c] = 0;
    }
    low[x] = min(low[x], low[c]);
    fl = 0;
  }
  if (fl) low[x] = d[x], f[x] = 1;
}
int getans(int x) {
  int ans = 0;
  for (int i = head[x]; i; i = nxt[i]) {
    int c = to[i];
    ans = max(ans, getans(c));
  }
  return ans + f[x];
}
int main() {
  int n;
  n = read();
  m = read();
  for (int i = 2; i <= n; i++) add(read(), i);
  dfs(1);
  printf(""%d\n"", getans(1));
}"
2_1065_F._Up_and_Down_the_Tree,2_1065_F._Up_and_Down_the_Tree,1065_F. Up and Down the Tree,cpp,Qwen/Qwen2.5-Coder-0.5B-Instruct,2_1065_F._Up_and_Down_the_Tree_ai,ai,1,"#include <bits/stdc++.h>
using namespace std;

int maxLeaves(int n, int k, vector<int>& p) {
    vector<vector<int>> adj(n + 1);
    for (int i = 1; i <= n; ++i)
        adj[i].push_back(p[i - 1]);

    queue<int> q;
    q.push(1);
    int visited[n + 1];
    memset(visited, 0, sizeof(visited));
    visited[1] = 1;

    int ans = 0;
    while (!q.empty()) {
        int size = q.size();
        for (int i = 0; i < size; ++i) {
            int node = q.front();
            q.pop();

            for (int child : adj[node]) {
                if (visited[child] == 0) {
                    visited[child] = 1;
                    q.push(child);
                    ans++;
                }
            }
        }
    }

    return ans;
}

int main() {
    int n, k;
    cin >> n >> k;
    vector<int> p(n + 1);
    for (int i = 1; i <= n; ++i)
        cin >> p[i];

    cout << maxLeaves(n, k, p) << endl;
    return 0;
}"
2_1088_D._Ehab_and_another_another_xor_problem,2_1088_D._Ehab_and_another_another_xor_problem,1088_D. Ehab and another another xor problem,cpp,Qwen/Qwen2.5-Coder-0.5B-Instruct,2_1088_D._Ehab_and_another_another_xor_problem_human,human,0,"#include <bits/stdc++.h>
using namespace std;
inline long long fpow(long long n, long long k, int p = 998244353) {
  long long r = 1;
  for (; k; k >>= 1) {
    if (k & 1) r = r * n % p;
    n = n * n % p;
  }
  return r;
}
inline long long inv(long long a, long long p = 998244353) {
  return fpow(a, p - 2, p);
}
inline long long addmod(long long a, long long val, long long p = 998244353) {
  {
    if ((a = (a + val)) >= p) a -= p;
  }
  return a;
}
inline long long submod(long long a, long long val, long long p = 998244353) {
  {
    if ((a = (a - val)) < 0) a += p;
  }
  return a;
}
inline long long mult(long long a, long long b, long long p = 998244353) {
  return (long long)a * b % p;
}
int main() {
  ios::sync_with_stdio(0);
  cin.tie(0);
  cout.tie(0);
  ;
  bool greater = false;
  cout << ""? 0 0"" << endl;
  int x, y;
  cin >> x;
  if (x == 1) greater = true;
  int cura = 0, curb = 0;
  for (int i = 29; i >= 0; i--) {
    cout << ""? "" << (cura ^ (1 << i)) << "" "" << curb << endl;
    cin >> x;
    cout << ""? "" << cura << "" "" << (curb ^ (1 << i)) << endl;
    cin >> y;
    if (x != y) {
      if (y == 1) {
        cura |= (1 << i);
        curb |= (1 << i);
      }
    } else {
      if (greater)
        cura |= (1 << i);
      else
        curb |= (1 << i);
      if (x == 1)
        greater = true;
      else
        greater = false;
    }
  }
  cout << ""! "" << cura << "" "" << curb << endl;
}"
2_1088_D._Ehab_and_another_another_xor_problem,2_1088_D._Ehab_and_another_another_xor_problem,1088_D. Ehab and another another xor problem,cpp,Qwen/Qwen2.5-Coder-0.5B-Instruct,2_1088_D._Ehab_and_another_another_xor_problem_ai,ai,1,"#include <iostream>
using namespace std;

int main() {
    int a, b;
    cin >> a >> b;
    while (true) {
        char c, d;
        cin >> c >> d;
        if (c == '?') {
            cout << ""? "" << a << "" "" << b << endl;
        } else if (c == '!') {
            cout << ""!"" << a << "" "" << b << endl;
            break;
        }
    }
    return 0;
}"
