sample_id,task_id,title,variant,label,pred_ai,raw_score,score_ai,threshold,nonempty_lines_n,nonwhitespace_chars_n,code
2_940_A._Points_on_the_line_human,2_940_A._Points_on_the_line,940_A. Points on the line,human,0,1,-0.16241231560707092,-0.16241231560707092,-0.18,20,238,"#include <bits/stdc++.h>
using namespace std;
int main() {
  int n, d;
  cin >> n >> d;
  int *a = new int[n];
  for (int i = 0; i < n; i++) {
    cin >> a[i];
  }
  sort(a, a + n);
  int ans = 0;
  for (int i = 0; i < n; i++) {
    for (int j = i; j < n; j++) {
      if (a[j] - a[i] <= d && j - i + 1 > ans) {
        ans = j - i + 1;
      }
    }
  }
  cout << (n - ans) << endl;
}"
2_967_D._Resource_Distribution_human,2_967_D._Resource_Distribution,967_D. Resource Distribution,human,0,1,-0.16492663323879242,-0.16492663323879242,-0.18,90,1505,"#include <bits/stdc++.h>
using namespace std;
typedef struct node {
  int index;
  long long num;
  node() {}
  node(int _index, long long _num) {
    index = _index;
    num = _num;
  }
} node;
bool cmp(const node& a, const node& b) { return a.num < b.num; }
int mylowerbound(const vector<node>& vec, long long n) {
  int start = 0, end = vec.size() - 1;
  if (n < vec[0].num) return 0;
  if (n > vec.back().num) return vec.size();
  while (start <= end) {
    if (start == end)
      return start;
    else if (start == end - 1) {
      if (vec[start].num >= n) return start;
      return end;
    } else {
      int mid = start + (end - start) / 2;
      if (vec[mid].num >= n)
        end = mid;
      else
        start = mid + 1;
    }
  }
  return -1;
}
int main() {
  int n = 0;
  long long x1 = 0, x2 = 0;
  cin >> n >> x1 >> x2;
  vector<node> vec;
  for (int i = 0; i < n; i++) {
    int curnum = 0;
    scanf(""%d"", &curnum);
    vec.push_back(node(i, curnum));
  }
  sort(vec.begin(), vec.end(), cmp);
  for (int i = 1; i <= n; i++) {
    long long curNum = (x1 + i - 1) / i;
    int index = mylowerbound(vec, curNum);
    int nextIndex = i + index;
    if (nextIndex < n) {
      curNum = vec[nextIndex].num;
      int len = (x2 + curNum - 1) / curNum;
      if (len <= n - nextIndex) {
        cout << ""Yes"" << endl;
        cout << i << "" "" << len << endl;
        for (int j = index; j < nextIndex; j++) {
          cout << vec[j].index + 1 << "" "";
        }
        cout << endl;
        for (int j = 0; j < len; j++) {
          cout << vec[j + nextIndex].index + 1 << "" "";
        }
        cout << endl;
        return 0;
      }
    }
  }
  for (int i = 1; i <= n; i++) {
    long long curNum = (x2 + i - 1) / i;
    int index = mylowerbound(vec, curNum);
    int nextIndex = i + index;
    if (nextIndex < n) {
      curNum = vec[nextIndex].num;
      int len = (x1 + curNum - 1) / curNum;
      if (len <= n - nextIndex) {
        cout << ""Yes"" << endl;
        cout << len << "" "" << i << endl;
        for (int j = 0; j < len; j++) {
          cout << vec[j + nextIndex].index + 1 << "" "";
        }
        cout << endl;
        for (int j = index; j < nextIndex; j++) {
          cout << vec[j].index + 1 << "" "";
        }
        cout << endl;
        return 0;
      }
    }
  }
  cout << ""No"" << endl;
  return 0;
}"
6_p02425_Bit_Flag_human,6_p02425_Bit_Flag,p02425 Bit Flag,human,0,1,-0.08294258266687393,-0.08294258266687393,-0.18,45,531,"#include <iostream>
#include <bitset>

int main()
{
	std::bitset<64> bs(0);

	int q; std::cin >> q;
	for (int i=0; i<q; i++) {
		int op, k;
		std::cin >> op;
		switch (op) {
		case 0:
			std::cin >> k;
			std::cout << bs.test(k) << std::endl;
			break;
		case 1:
			std::cin >> k;
			bs.set(k);
			break;
		case 2:
			std::cin >> k;
			bs.reset(k);
			break;
		case 3:
			std::cin >> k;
			bs.flip(k);
			break;
		case 4:
			std::cout << bs.all() << std::endl;
			break;
		case 5:
			std::cout << bs.any() << std::endl;
			break;
		case 6:
			std::cout << bs.none() << std::endl;
			break;
		case 7:
			std::cout << bs.count() << std::endl;
			break;
		case 8:
			std::cout << bs.to_ullong() << std::endl;
			break;
		}
	}
	return 0;
}"
2_1184_D1._Parallel_Universes_(Easy)_human,2_1184_D1._Parallel_Universes_(Easy),1184_D1. Parallel Universes (Easy),human,0,1,-0.11181563884019852,-0.11181563884019852,-0.18,27,231,"#include <bits/stdc++.h>
int main() {
  int n, k, m, t, i;
  scanf(""%d%d%d%d"", &n, &k, &m, &t);
  int a, b;
  for (i = 0; i < t; i++) {
    scanf(""%d %d"", &a, &b);
    if (a == 0) {
      if (b < k) {
        n -= b;
        k -= b;
      } else {
        n = b;
      }
    }
    if (a == 1) {
      if (b <= k) {
        n += 1;
        k += 1;
      } else {
        n += 1;
      }
    }
    printf(""%d %d\n"", n, k);
  }
  return 0;
}"
2_1392_B._Omkar_and_Infinity_Clock_human,2_1392_B._Omkar_and_Infinity_Clock,1392_B. Omkar and Infinity Clock,human,0,1,-0.14986072480678558,-0.14986072480678558,-0.18,45,518,"#include <bits/stdc++.h>
using namespace std;
int main() {
  ios_base::sync_with_stdio(false);
  cin.tie(NULL);
  cout.tie(NULL);
  long long t, i, n, k;
  cin >> t;
  while (t--) {
    cin >> n >> k;
    long long a[n], maxa;
    for (i = 0; i < n; i++) {
      cin >> a[i];
    }
    if (k % 2 != 0) {
      maxa = a[0];
      for (i = 0; i < n; i++) {
        maxa = max(maxa, a[i]);
      }
      for (i = 0; i < n; i++) {
        a[i] = maxa - a[i];
      }
    } else {
      maxa = a[0];
      for (i = 0; i < n; i++) {
        maxa = max(maxa, a[i]);
      }
      for (i = 0; i < n; i++) {
        a[i] = maxa - a[i];
      }
      maxa = a[0];
      for (i = 0; i < n; i++) {
        maxa = max(maxa, a[i]);
      }
      for (i = 0; i < n; i++) {
        a[i] = maxa - a[i];
      }
    }
    for (i = 0; i < n; i++) {
      cout << a[i] << "" "";
    }
    cout << endl;
  }
  return 0;
}"
2_300_A._Array_human,2_300_A._Array,300_A. Array,human,0,1,-0.17044597864151,-0.17044597864151,-0.18,26,328,"#include <bits/stdc++.h>
using namespace std;
int main() {
  int n;
  cin >> n;
  int a[n];
  for (int i = 0; i < n; i++) {
    cin >> a[i];
  }
  sort(a, a + n);
  cout << ""1 "" << a[0] << endl;
  if (a[n - 1] > 0) {
    cout << ""1 "" << a[n - 1] << endl;
    cout << n - 2 << endl;
    for (int i = 1; i < n - 1; i++) {
      cout << a[i] << "" "";
    }
    cout << endl;
  } else {
    cout << ""2 "" << a[1] << "" "" << a[2] << endl;
    cout << n - 3 << "" "";
    for (int i = 3; i < n; i++) {
      cout << a[i] << "" "";
    }
  }
}"
2_513_A._Game_human,2_513_A._Game,513_A. Game,human,0,1,-0.0788654163479805,-0.0788654163479805,-0.18,11,138,"#include <bits/stdc++.h>
using namespace std;
int main() {
  int n1, n2, k1, k2;
  cin >> n1 >> n2 >> k1 >> k2;
  if (n1 <= n2)
    cout << ""Second"";
  else
    cout << ""First"";
  return 0;
}"
2_90_B._African_Crossword_human,2_90_B._African_Crossword,90_B. African Crossword,human,0,1,-0.1499156802892685,-0.1499156802892685,-0.18,39,412,"#include <bits/stdc++.h>
using namespace std;
int main() {
  char a[150][150];
  int n, m;
  cin >> n >> m;
  for (int i = 0; i < n; i++) {
    cin >> a[i];
  }
  int s[150][150];
  memset(s, 0, sizeof(s));
  for (int i = 0; i < n; i++) {
    for (int j = 0; j < m; j++) {
      char c = a[i][j];
      for (int b = 0; b < m; b++) {
        if (b != j) {
          if (c == a[i][b]) {
            s[i][b] = 1;
          }
        }
      }
      for (int b = 0; b < n; b++) {
        if (b != i) {
          if (c == a[b][j]) {
            s[b][j] = 1;
          }
        }
      }
    }
  }
  for (int i = 0; i < n; i++)
    for (int j = 0; j < m; j++) {
      if (s[i][j] != 1) {
        cout << a[i][j];
      }
    }
  cout << endl;
  return 0;
}"
5_p03729_AtCoder_Beginner_Contest_060_-_Shiritori_human,5_p03729_AtCoder_Beginner_Contest_060_-_Shiritori,p03729 AtCoder Beginner Contest 060 - Shiritori,human,0,1,-0.09485746920108795,-0.09485746920108795,-0.18,8,155,"#include <bits/stdc++.h>
using namespace std;

int main() {
  string a, b, c;
  cin >> a >> b >> c;
  cout << ((a[a.size()-1] == b[0] && b[b.size()-1] == c[0]) ? ""YES"" : ""NO"") << ""\n"";

  return(0);
}"
6_p00642_Ben_Toh_human,6_p00642_Ben_Toh,p00642 Ben Toh,human,0,1,-0.15463238954544067,-0.15463238954544067,-0.18,49,954,"#include <iostream>
#include <vector>
#include <set>
#include <map>
#include <queue>
#include <sstream>
#include <algorithm>
#include <numeric>
#include <cmath>
#include <complex>
#include <cstdio>
#include <cstring>
#include <cstdlib>
#include <cassert>

#define rep(i,n) for(int i=0;i<n;i++)
#define rp(i,c) rep(i,(c).size())
#define fr(i,c) for(__typeof((c).begin()) i=(c).begin();i!=(c).end();i++)
#define mp make_pair
#define pb push_back
#define all(c) (c).begin(),(c).end()
#define dbg(x) cerr<<#x<<"" = ""<<(x)<<endl

using namespace std;

typedef long long ll;
typedef vector<int> vi;
typedef pair<int,int> pi;
const int inf=1<<28;
const double INF=1e10,EPS=1e-9;

int n;
double dp[100001][30],ans[100001];

int main()
{
	double pw[30];
	pw[0]=1; rep(i,29)pw[i+1]=pw[i]*0.5;

	fill_n(ans,100001,0);
	rep(i,100001)rep(j,30)dp[i][j]=0;
	dp[0][0]=1;

	for(int i=1;i<100001;i++)
	{
		rep(j,30)
		{
			dp[i][0]+=dp[i-1][j]*(1-pw[j]);
			if(j<29)dp[i][j+1]+=dp[i-1][j]*pw[j];
		}
		ans[i]=ans[i-1];
		rep(j,29)ans[i]+=dp[i][j+1];
	}

	while(cin>>n,n)printf(""%.3f\n"",ans[n]);

	return 0;
}"
6_p01051_Squid_Ink_human,6_p01051_Squid_Ink,p01051 Squid Ink,human,0,1,-0.17750416696071625,-0.17750416696071625,-0.18,64,1469,"#include <iostream>
#include <algorithm>
#define MAX_R 10000
#define MAX_C 30
#define INF 100000
using namespace std;
typedef pair<int, int> coordinate;
char field[MAX_R][MAX_C + 1];
bool used[MAX_R][MAX_C + 1];
int d[MAX_R][MAX_C + 1];
int dx[4] = { 1, 0, -1, 0 }, dy[4] = { 0, 1, 0, -1 };
int R, C;
coordinate start, goal;

void dijkstra(coordinate s) {
	d[s.second][s.first] = 0;

	while (1) {
		coordinate v(-1, -1);
		for (int i = 0; i < R; ++i) {
			for (int j = 0; j < C; ++j) {
				if (!used[i][j] && (v == coordinate(-1, -1) || d[i][j] < d[v.second][v.first])) {
					v = coordinate(j, i);
				}
			}
		}

		if (v == coordinate(-1, -1)) break;
		used[v.second][v.first] = true;

		for (int i = 0; i <= 4; ++i) {
			int nx = v.first + dx[i]; int ny = v.second + dy[i];
			if (0 <= nx && nx < C && 0 <= ny && ny < R && field[ny][nx] != '#') {
				if (field[ny][nx] == 'o') d[ny][nx] = min(d[ny][nx], d[v.second][v.first] + 1);
				else if (field[ny][nx] == 'x') d[ny][nx] = min(d[ny][nx], d[v.second][v.first] + 3);
				else d[ny][nx] = min(d[ny][nx], d[v.second][v.first] + 2);

				int nnx = nx + dx[i]; int nny = ny + dy[i];
				if (0 <= nnx && nnx < C && 0 <= nny && nny < R && field[nny][nnx] != '#') {
					d[nny][nnx] = min(d[nny][nnx], d[v.second][v.first] + 4);

					int nnnx = nnx + dx[i]; int nnny = nny + dy[i];
					if (0 <= nnnx && nnnx < C && 0 <= nnny && nnny < R && field[nnny][nnnx] != '#') {
						d[nnny][nnnx] = min(d[nnny][nnnx], d[v.second][v.first] + 5);
					}
				}

			}
		}
	}
}

int main() {
	char tmp;
	cin >> R >> C;
	for (int i = 0; i < R; ++i) {
		fill(d[i], d[i] + C, INF);
		fill(used[i], used[i] + C, false);
	}
	for (int i = 0; i < R; ++i) {
		for (int j = 0; j < C; ++j) {
			cin >> tmp;
			if (tmp == 'S') start = coordinate(j, i);
			if (tmp == 'G') goal = coordinate(j, i);
			if (tmp == '#') used[i][j] = true;
			field[i][j] = tmp;
		}
	}
	dijkstra(start);
	cout << d[goal.second][goal.first] << endl;
	return 0;
}"
6_p02369_Cycle_Detection_for_a_Directed_Graph_human,6_p02369_Cycle_Detection_for_a_Directed_Graph,p02369 Cycle Detection for a Directed Graph,human,0,1,-0.08403618633747101,-0.08403618633747101,-0.18,70,955,"#include<iostream>
#include <list>
#include <limits.h>

using namespace std;

class Graph
{
	int V;
	list<int> *adj;
	bool isCyclicUtil(int v, bool visited[], bool *rs);
public:
	Graph(int V);
	void addEdge(int v, int w);
	bool isCyclic();
};

Graph::Graph(int V)
{
	this->V = V;
	adj = new list<int>[V];
}

void Graph::addEdge(int v, int w)
{
	adj[v].push_back(w);
}

bool Graph::isCyclicUtil(int v, bool visited[], bool *recStack)
{
	if (visited[v] == false)
	{
		visited[v] = true;
		recStack[v] = true;

		list<int>::iterator i;
		for (i = adj[v].begin(); i != adj[v].end(); ++i)
		{
			if (!visited[*i] && isCyclicUtil(*i, visited, recStack))
				return true;
			else if (recStack[*i])
				return true;
		}

	}
	recStack[v] = false;
	return false;
}

bool Graph::isCyclic()
{
	bool *visited = new bool[V];
	bool *recStack = new bool[V];
	for (int i = 0; i < V; i++)
	{
		visited[i] = false;
		recStack[i] = false;
	}

	for (int i = 0; i < V; i++)
		if (isCyclicUtil(i, visited, recStack))
			return true;

	return false;
}

int main()
{
	int V, E, s, t;

	cin >> V >> E;

	Graph g(V);

	for (int i = 0; i < E; i++) {
		cin >> s >> t;
		g.addEdge(s, t);
	}

	if (g.isCyclic())
		cout << 1 << endl;
	else
		cout << 0 << endl;
	return 0;
}"
2_177_D1._Encrypting_Messages_human,2_177_D1._Encrypting_Messages,177_D1. Encrypting Messages,human,0,1,-0.16583393514156342,-0.16583393514156342,-0.18,17,353,"#include <bits/stdc++.h>
using namespace std;
int a[100005], b[100005], ans[100005];
int main() {
  int mod, n, m, i, j, sum = 0;
  scanf(""%d %d %d"", &n, &m, &mod);
  for (i = 0; i < n; i++) scanf(""%d"", &a[i]);
  for (i = 0; i < m; i++) scanf(""%d"", &b[i]);
  for (i = 0; i < n; i++) {
    if (i < m) sum += b[i];
    if (i >= n - m + 1) sum -= b[i - (n - m + 1)];
    if (sum < 0) sum += mod;
    sum %= mod;
    ans[i] = (a[i] + sum) % mod;
  }
  for (i = 0; i < n; i++) printf(""%d "", ans[i]);
}"
2_673_C._Bear_and_Colors_human,2_673_C._Bear_and_Colors,673_C. Bear and Colors,human,0,1,-0.1709909588098526,-0.1709909588098526,-0.18,23,362,"#include <bits/stdc++.h>
using namespace std;
int t[5005], n, used[5005], ret[5005];
int main() {
  cin >> n;
  for (int i = 0; i < n; ++i) {
    cin >> t[i];
  }
  for (int i = 0; i < n; ++i) {
    memset(used, 0, sizeof used);
    used[t[i]]++;
    int mx = t[i];
    ret[t[i]]++;
    for (int j = i + 1; j < n; ++j) {
      used[t[j]]++;
      if (used[t[j]] > used[mx] || (used[t[j]] == used[mx] && t[j] < mx))
        mx = t[j];
      ret[mx]++;
    }
  }
  for (int i = 1; i <= n; ++i) cout << ret[i] << "" "";
  return 0;
}"
2_740_B._Alyona_and_flowers_human,2_740_B._Alyona_and_flowers,740_B. Alyona and flowers,human,0,1,-0.16911494731903076,-0.16911494731903076,-0.18,19,271,"#include <bits/stdc++.h>
using namespace std;
int main() {
  ios_base::sync_with_stdio(0);
  int n, m;
  cin >> n >> m;
  vector<int> val(n);
  for (auto &i : val) cin >> i;
  int a, b;
  long long res = 0;
  for (int i = 0; i < m; ++i) {
    cin >> a >> b;
    long long t = 0;
    for (int j = a - 1; j < b; ++j) t += val[j];
    if (t > 0) res += t;
  }
  cout << res << endl;
  return 0;
}"
5_p03072_AtCoder_Beginner_Contest_124_-_Great_Ocean_View_human,5_p03072_AtCoder_Beginner_Contest_124_-_Great_Ocean_View,p03072 AtCoder Beginner Contest 124 - Great Ocean View,human,0,1,-0.1504715085029602,-0.1504715085029602,-0.18,13,153,"#include <bits/stdc++.h>
using namespace std;

int main() {
  int N;
  cin >> N;

  int maxi = 0, ans = 0;

  for (int i = 0; i < N; i++) {
    int H;
    cin >> H;
    if (H >= maxi) maxi = H, ans++;
  }

  cout << ans << ""\n"";
}"
6_p02319_0-1_Knapsack_Problem_II_human,6_p02319_0-1_Knapsack_Problem_II,p02319 0-1 Knapsack Problem II,human,0,1,-0.1502387374639511,-0.1502387374639511,-0.18,31,529,"#include <bits/stdc++.h>
using namespace std;
using ll = long long;
using P = pair<ll, ll>;

int main() {
    cin.tie(0);
    ios::sync_with_stdio(false);

    ll N, W;
    cin >> N >> W;
    vector<ll> v(N), w(N);
    for (int i = 0; i < N; ++i) {
        cin >> v.at(i) >> w.at(i);
    }

    vector<vector<ll> > dp(N + 1, vector<ll>(10001, INT_MAX));
    dp.at(0).at(0) = 0;
    for (int i = 0; i < N; ++i) {
        for (int j = 0; j <= 10000; ++j) {
            if (j >= v.at(i)) {
                dp.at(i + 1).at(j) = min(dp.at(i).at(j), dp.at(i).at(j - v.at(i)) + w.at(i));
            } else {
                dp.at(i + 1).at(j) = dp.at(i).at(j);
            }
        }
    }

    ll ans = 0;
    for (int j = 0; j <= 10000; ++j) {
        if (dp.at(N).at(j) <= W) ans = j;
    }

    cout << ans << endl;

    return 0;
}"
6_p02464_Set_Intersection_human,6_p02464_Set_Intersection,p02464 Set Intersection,human,0,1,-0.1750829964876175,-0.1750829964876175,-0.18,29,332,"#include<bits/stdc++.h>

#define all(x) (x).begin(),(x).end()
using namespace std;

int main()
{
    ios::sync_with_stdio(false);
    cin.tie(0);

    set<int> a,b,c;
    int n,m;
    int x;

    cin>>n;
    for(int i=0;i<n;i++)
    {
        cin>>x;
        a.insert(x);
    }

    cin>>m;
    for(int i=0;i<m;i++)
    {
        cin>>x;
        b.insert(x);
    }

    set_intersection(all(a),all(b),inserter(c,c.end()));

    for(int i:c)
    {
        cout<<i<<endl;
    }

    return 0;
}"
2_1406_A._Subset_Mex_human,2_1406_A._Subset_Mex,1406_A. Subset Mex,human,0,1,-0.15844778716564178,-0.15844778716564178,-0.18,25,233,"#include <bits/stdc++.h>
using namespace std;
int main() {
  int t;
  cin >> t;
  while (t--) {
    int n;
    cin >> n;
    int a[n];
    for (int i = 0; i < n; i++) {
      cin >> a[i];
    }
    sort(a, a + n);
    int m = 0, k = 0;
    for (int i = 0; i < n; i++) {
      if (a[i] == m) {
        m++;
      } else if (a[i] == k) {
        k++;
      }
    }
    cout << m + k << ""\n"";
  }
  return 0;
}"
2_155_A._I_love_%username%_human,2_155_A._I_love_%username%,155_A. I_love_%username%,human,0,1,-0.1281585395336151,-0.1281585395336151,-0.18,23,243,"#include <bits/stdc++.h>
int main() {
  int n, cnt = 0;
  scanf(""%d"", &n);
  int a[n];
  for (int i = 0; i < n; i++) {
    scanf(""%d"", &a[i]);
  }
  int maxx = a[0];
  int minn = a[0];
  for (int i = 0; i < n; i++) {
    if (a[i] > maxx) {
      maxx = a[i];
      cnt++;
    }
    if (a[i] < minn) {
      minn = a[i];
      cnt++;
    }
  }
  printf(""%d\n"", cnt);
  return 0;
}"
2_409_A._The_Great_Game_human,2_409_A._The_Great_Game,409_A. The Great Game,human,0,1,-0.1577906459569931,-0.1577906459569931,-0.18,22,366,"#include <bits/stdc++.h>
using namespace std;
string a, b;
int wa, wb;
int main() {
  cin >> a >> b;
  for (int i = 0; i < a.size(); i += 2) {
    if (a[i] == '8' && b[i] == '[') wa++;
    if (a[i] == '[' && b[i] == '(') wa++;
    if (a[i] == '(' && b[i] == '8') wa++;
    if (b[i] == '8' && a[i] == '[') wb++;
    if (b[i] == '[' && a[i] == '(') wb++;
    if (b[i] == '(' && a[i] == '8') wb++;
  }
  if (wa > wb)
    puts(""TEAM 1 WINS"");
  else if (wa < wb)
    puts(""TEAM 2 WINS"");
  else
    puts(""TIE"");
  return 0;
}"
2_602_A._Two_Bases_human,2_602_A._Two_Bases,602_A. Two Bases,human,0,1,-0.11992283910512924,-0.11992283910512924,-0.18,26,289,"#include <bits/stdc++.h>
using namespace std;
int main() {
  int n, bn;
  cin >> n >> bn;
  long long int sum = 0;
  while (n--) {
    int a;
    cin >> a;
    sum = (long long int)bn * sum + a;
  }
  long long int sum1 = 0;
  int m, bm;
  cin >> m >> bm;
  while (m--) {
    int a;
    cin >> a;
    sum1 = (long long int)bm * sum1 + a;
  }
  if (sum > sum1)
    cout << '>';
  else if (sum < sum1)
    cout << '<';
  else
    cout << '=';
}"
6_p01007_Matrix_Operations_human,6_p01007_Matrix_Operations,p01007 Matrix Operations,human,0,1,-0.15207931399345398,-0.15207931399345398,-0.18,103,1686,"#include <iostream>
#include <string>
#include <vector>
#include <cstring>
#include <climits>
#include <algorithm>
#include <map>
#include <queue>
#include <cassert>
using namespace std;

int arr[15][15];
int t[15][15];

int main() {
	int n, m;
	cin >> n >> m;
	for (int i=0; i<n; ++i) {
		for (int j=0; j<n; ++j) {
			assert(i < 15 && j < 15);
			cin >> arr[i][j];
		}
	}
	int o;
	for (int i=0; i<m; ++i) {
		cin >> o;
		int r, c, size, angle;
		if (o == 0) {
			cin >> r >> c >> size >> angle;
			--r, --c;
			if (angle == 0 || angle == 360) {
				// pass
			} else if (angle == 90) {
				memcpy(t, arr, sizeof t);
				for (int j=0; j<size; ++j) {
					for (int k=0; k<size; ++k) {
						assert(r+j < 15 && c+k < 15);
						assert(0 <= r+j && 0 <= c+k);
						assert(r+size-1-k < 15 && c+j < 15);
						assert(0 <= r+size-1-k && 0 <= c+j);
						arr[r+j][c+k] = t[r+size-1-k][c+j];
					}
				}
			} else if (angle == 180) {
				memcpy(t, arr, sizeof t);
				for (int j=0; j<size; ++j) {
					for (int k=0; k<size; ++k) {
						assert(r+j < 15 && c+k < 15);
						assert(r+size-1-j < 15 && c+size-1-k < 15);
						arr[r+j][c+k] = t[r+size-1-j][c+size-1-k];
					}
				}
			} else if (angle == 270) {
				memcpy(t, arr, sizeof t);
				for (int j=0; j<size; ++j) {
					for (int k=0; k<size; ++k) {
						assert(r+j < 15 && c+k < 15);
						assert(r+k < 15 && c+size-1-j < 15);
						arr[r+j][c+k] = t[r+k][c+size-1-j];
					}
				}
			}
		} else if (o == 1) {
			cin >> r >> c >> size;
			--r, --c;
			for (int j=r; j<r+size; ++j) {
				for (int k=c; k<c+size; ++k) {
					arr[j][k] = 1 - arr[j][k];
				}
			}
		} else if (o == 2) {
			cin >> r;
			--r;
			rotate(arr[r], arr[r]+1, arr[r]+n);
		} else if (o == 3) {
			cin >> r;
			--r;
			rotate(arr[r], arr[r]+n-1, arr[r]+n);
		} else {
			cin >> r >> c;
			--r, --c;
			queue<pair<int,int> > q;
			q.push(make_pair(r, c));
			int v = 1 - arr[r][c];
			while ( ! q.empty()) {
				int nr = q.front().first;
				int nc = q.front().second;
				q.pop();
				if (arr[nr][nc] == v) continue;
				arr[nr][nc] = v;
				if (nr+1 < n) q.push(make_pair(nr+1, nc));
				if (0 <= nr-1) q.push(make_pair(nr-1, nc));
				if (nc+1 < n) q.push(make_pair(nr, nc+1));
				if (0 <= nc-1) q.push(make_pair(nr, nc-1));
			}
		}
	}
	for (int i=0; i<n; ++i) {
		for (int j=0; j<n; ++j) {
			cout << (j == 0 ? """" : "" "") << arr[i][j];
		}
		cout << endl;
	}
	return 0;
}"
2_1140_C._Playlist_human,2_1140_C._Playlist,1140_C. Playlist,human,0,1,-0.17823663353919983,-0.17823663353919983,-0.18,37,720,"#include <bits/stdc++.h>
using namespace std;
int main() {
  int n, k;
  cin >> n >> k;
  vector<pair<int, int>> songs(n);
  vector<int> len(n);
  for (int idx = 0; idx < n; idx++) {
    int a, b;
    cin >> a >> b;
    songs[idx].first = b;
    songs[idx].second = a;
    len[idx] = a;
  }
  sort(songs.begin(), songs.end());
  long long curSum = 0;
  long long maxPleasure = LLONG_MIN;
  priority_queue<int, vector<int>, greater<int>> q;
  for (int idx = n - 1; idx >= 0; idx--) {
    if (q.size() < k) {
      curSum += songs[idx].second;
      q.push(songs[idx].second);
      maxPleasure = max(curSum * songs[idx].first, maxPleasure);
    } else if (q.size() >= k) {
      maxPleasure =
          max((curSum + songs[idx].second - q.top()) * songs[idx].first,
              maxPleasure);
      if (songs[idx].second > q.top()) {
        curSum -= q.top();
        q.pop();
        q.push(songs[idx].second);
        curSum += songs[idx].second;
      }
    }
  }
  cout << maxPleasure << endl;
}"
2_1199_F._Rectangle_Painting_1_human,2_1199_F._Rectangle_Painting_1,1199_F. Rectangle Painting 1,human,0,1,-0.1758093237876892,-0.1758093237876892,-0.18,29,706,"#include <bits/stdc++.h>
using namespace std;
int n;
char s[51][51];
int ans[51][51][51][51];
int solve(int r1, int c1, int r2, int c2) {
  if (r1 == r2 && c1 == c2) ans[r1][c1][r2][c2] = (s[r1][c1] == '#');
  if (ans[r1][c1][r2][c2] != -1) return ans[r1][c1][r2][c2];
  ans[r1][c1][r2][c2] = max(r2 - r1 + 1, c2 - c1 + 1);
  int cans = ans[r1][c1][r2][c2];
  for (int i = r1 + 1; i <= r2; i++) {
    cans = min(cans, solve(r1, c1, i - 1, c2) + solve(i, c1, r2, c2));
  }
  for (int i = c1 + 1; i <= c2; i++) {
    cans = min(cans, solve(r1, c1, r2, i - 1) + solve(r1, i, r2, c2));
  }
  ans[r1][c1][r2][c2] = cans;
  return ans[r1][c1][r2][c2];
}
int main() {
  scanf(""%d"", &n);
  for (int i = 0; i < n; i++) scanf(""%s"", s[i]);
  for (int i = 0; i < n; i++)
    for (int j = 0; j < n; j++)
      for (int k = 0; k < n; k++)
        for (int l = 0; l < n; l++) ans[i][j][k][l] = -1;
  int ans = solve(0, 0, n - 1, n - 1);
  printf(""%d\n"", ans);
}"
2_69_A._Young_Physicist_human,2_69_A._Young_Physicist,69_A. Young Physicist,human,0,1,-0.11759284138679504,-0.11759284138679504,-0.18,18,273,"#include <bits/stdc++.h>
int main() {
  int n, x, y, z;
  scanf(""%d"", &n);
  int arr[1][3];
  arr[0][0] = arr[0][1] = arr[0][2] = 0;
  for (int i = 0; i < n; i++) {
    scanf(""%d %d %d"", &x, &y, &z);
    arr[0][0] += x;
    arr[0][1] += y;
    arr[0][2] += z;
  }
  if (arr[0][0] == 0 && arr[0][1] == 0 && arr[0][2] == 0)
    printf(""YES"");
  else
    printf(""NO"");
  return 0;
}"
